r_returns,r_envelope,c_surr_mean,c_surr_std,gap,z,meta_pulse,group,tickers
0.49576560902851796,0.47337534460006775,0.00920579411071075,0.00561863224162255,0.464169550489357,6.0,0.9955037268390589,CORE,"AIQ, VTSAX, FINX, AGNC, TRBCX"
0.2830307881746378,0.33154293276150815,0.007294207399612963,0.0050961927378840085,0.3242487253618952,6.0,0.9955037268390589,CORE,"XLC, MSTR, SYPR, JD, PNR"
0.34479779571819963,0.32555237384921887,0.007848404964490822,0.005236764243765258,0.31770396888472807,6.0,0.9955037268390589,CORE,"PGX, FNDX, BLKB, FRPT, VNDA"
0.47241106896348,0.43413374064174215,0.008619687319489783,0.004940684204040783,0.42551405332225234,6.0,0.9955037268390589,CORE,"TRBCX, SHYG, BLKB, ARKK, EMB"
0.3672170898797824,0.3806619080409194,0.008778964159216468,0.005349698894383071,0.3718829438817029,6.0,0.9955037268390589,CORE,"PRGFX, SFTBY, STX, SIZE, KOS"
0.4341853786404719,0.4271783040003156,0.008070814428023605,0.005268483824386294,0.419107489572292,6.0,0.9955037268390589,CORE,"ICE, IWF, EPD, SNBR, FSKAX"
0.4414164736730198,0.5278034649774056,0.009056504473151478,0.005619624452153789,0.5187469605042542,6.0,0.9955037268390589,CORE,"VFIAX, BYDDF, FXAIX, TRRDX, KOLD"
0.3544771328318272,0.3710888036955439,0.007120849018891335,0.005264199948641842,0.3639679546766526,6.0,0.9955037268390589,CORE,"CBZ, VIGAX, SHOO, IVV, BVN"
0.45927475400897466,0.4101195944186944,0.00867383224180718,0.005148297654923787,0.4014457621768872,6.0,0.9955037268390589,CORE,"TYL, FZROX, TRRBX, GLW, MPLX"
0.5196387145877011,0.4768411800913096,0.007262633761687538,0.00479990068231568,0.46957854632962204,6.0,0.9955037268390589,CORE,"FCNTX, PREIX, SNBR, XLY, PRWCX"
0.36200013703415906,0.43349487334420056,0.00849169428505512,0.0059767204236942555,0.4250031790591454,6.0,0.9955037268390589,CORE,"SKYY, COMT, AGI, NSP, SHOO"
0.3966690172062276,0.4659805649355706,0.008666325100740484,0.005054369440277947,0.4573142398348301,6.0,0.9955037268390589,CORE,"BVN, TRRNX, BOIL, EPD, AL"
0.5027797276694234,0.462860106638687,0.008684336252576353,0.005566516719087499,0.4541757703861106,6.0,0.9955037268390589,CORE,"NSP, DSGR, VOO, PSJ, FRPT"
0.35421237222595114,0.33203139994391956,0.006631777892964668,0.005227315715999776,0.3253996220509549,6.0,0.9955037268390589,CORE,"HOLX, BLKB, QQQ, PALL, MSTR"
0.28239282882607103,0.3037583999268192,0.008726573389321939,0.006101535789193454,0.29503182653749727,6.0,0.9955037268390589,CORE,"NDAQ, MSTR, MPLX, FLRN, EMB"
0.3935935358516951,0.45623746284043204,0.008106478582900535,0.004713112099717158,0.4481309842575315,6.0,0.9955037268390589,CORE,"SEE, SPYG, QUAL, WEAT, FXAIX"
0.4349669007771575,0.4118766830015459,0.008230766147556759,0.005248313521487551,0.40364591685398915,6.0,0.9955037268390589,CORE,"LNG, UNG, PSJ, SYPR, FBGRX"
